QC_ID,Step_Execution,LOC,File_Dir,File_Name,Delimiter,File_Format,Column_Name,Check_Type,Frequency,Status,Lower_Threshold,Upper_Threshold,Criticality_Flag,Parameter1,Parameter2,Write_Mode,File_Append_Location,Exception_Statement
11,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestioninsightmapping/,suggestionInsightmapping,",",parquet,suggestion_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) as suggestion_id_FALSE from 
(select distinct(suggestion_id) from src
except
select distinct(suggestion_id) from suggestion) as xyz",NA,NA,DTT_MONDAY | SUBSET | Mismatch between suggestioninsightmapping and suggestion file at suggestion_id levels.| IMPACT : The DTT ingestion of suggestioninsightmapping may fail if there are suggestion_id not present in the suggestion file. Please recheck the respective mappings and source datasets to ensure accuracy.
12,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS orgunit_id_activitymetrics_false from (
SELECT distinct(orgunit_id) from src
except
select distinct(orgunit_id) from orgunit) as orgunit_id_activitymetrics_false_TABLE",NA,NA,DTT_MONDAY | SUBSET | Mismatch between activitymetric and orgunit file at orgunit_id levels.| IMPACT : The DTT ingestion of activitymetric may fail if there are orgunit_id not present in the orgunit file. Please recheck the respective mappings and source datasets to ensure accuracy.
13,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,product_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS product_id_activitymetrics_false from (
select distinct(product_id) from src
except
select distinct(product_id) from product) as product_id_activitymetrics_false_TABLE",NA,NA,DTT_MONDAY | SUBSET | Mismatch between activitymetric and product file at product_id level.| IMPACT : The DTT ingestion of activitymetric may fail if there are product_id not present in the product file. Please recheck the respective mappings and source datasets to ensure accuracy.
14,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS customer_id_activitymetrics_false from(
select distinct(customer_id) from src
except 
select distinct(customer_id) from customer) as customer_id_activitymetrics_false_TABLE",NA,NA,DTT_MONDAY | SUBSET | Mismatch between activitymetric and customer file at customer_id level.| IMPACT : The DTT ingestion of activitymetric may fail if there are customer_id not present in the customer file. Please recheck the respective mappings and source datasets to ensure accuracy.
15,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,user_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS user_id_activitymetrics_false from (
select distinct(user_id) from src
except
select distinct(user_id) from user ) as user_id_activitymetrics_false_TABLE",NA,NA,DTT_MONDAY | SUBSET | Mismatch between activitymetric and user file at user_id levels.| IMPACT : The DTT ingestion of activitymetric may fail if there are user_id not present in the user file. Please recheck the respective mappings and source datasets at the user_id level to ensure accuracy.
16,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/insightentitymapping/,insightentitymapping,",",parquet,insight_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS insight_id_insightentitymapping_false from (
select distinct(insight_id) from src
except
select distinct(insight_id) from insights) as insight_id_insightentitymapping_false_table",NA,NA,DTT_MONDAY | SUBSET | Mismatch between insightentitymapping and insights file at insight_id level.| IMPACT : The DTT ingestion of insightentitymapping may fail if there are insights not present in insights file. Please recheck the respective mappings and source datasets to ensure accuracy
17,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/insight_metric/,insightmetrics,",",parquet,insight_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS insight_id_insightmetrics_false from(
select distinct(insight_id) from src
except
select distinct(insight_id) from insights) as insight_id_insightmetrics_false_table",NA,NA,DTT_MONDAY | SUBSET | Mismatch between insightmetric and insights file at insight_id level.| IMPACT : The DTT ingestion of insightmetric may fail if there are insights not present in insights file. Please recheck the respective mappings and source datasets to ensure accuracy
18,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/insightentitymapping/,insightentitymapping,",",parquet,entity_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS entity_id_insightentitymapping_false from(
select distinct(entity_id ) from src
except
select distinct(customer_id) from customer ) as entity_id_insightentitymapping_false_table",NA,NA,DTT_MONDAY | SUBSET | Mismatch between entity_id in insightentitymapping and customer file at customer_id levels.| IMPACT : The DTT ingestion of insightentitymapping may fail if there are customers not present in customer metadata file. Please recheck the respective mappings and source datasets to ensure accuracy
19,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,select count(*) from src where Orgunit_Id IS NULL or Product_Id IS NULL or Customer_Id IS NULL or User_Id IS NULL or Time_Id IS NULL or SalesForce_Id IS NULL,NA,NA,DTT_MONDAY | NULL | Orgunit_Id or Product_Id or Customer_Id or User_Id or Time_Id or SalesForce_Id IS NULL.| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
20,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customer/,customer,",",parquet,Customer_Id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,SELECT COUNT(*) AS NULL_COUNT from src where Customer_Id is null or customer_type is null or PDRP_Display_Flag is null or Display_Customer_Name is null or Is_Deleted is null,NA,NA,DTT_MONDAY | NULL | Customer_Id is null.| IMPACT : Ingestion may fail as this field should not be null as per the app data contract.
21,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/insight/,insight,",",parquet,insight_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT from src where insight_id IS NULL or insight_text IS NULL or expiry_date IS NULL or generation_date IS NULL,NA,NA,DTT_MONDAY | NULL | insight_id or insight_text or expiry_date or generation_date IS NULL.| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
22,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestion/,suggestion,",",parquet,suggestion_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where suggestion_id is null or suggestion_type_id is null,NA,NA,DTT_MONDAY | NULL | suggestion_id or suggestion_type_id is null.| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
23,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestioninsightmapping/,suggestioninsightmapping,",",parquet,suggestion_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where suggestion_id is null or insight_id is null,NA,NA,DTT_MONDAY | NULL | suggestion_id or insight_id is null.| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
24,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/insightentitymapping/,insightentitymapping,",",parquet,entity_type,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,"select count(*) as NULL_COUNT from src where insight_id IS NULL or entity_type IS NULL
or entity_id IS NULL",NA,NA,DTT_MONDAY | NULL | suggestion_id or insight_id is null.| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
25,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*)
FROM (
    SELECT DISTINCT orgunit_id, salesforce_id, user_id, f2f_call, start_date, end_date, max_days_diff
    FROM (
        SELECT orgunit_id, 
               customer_id, 
               salesforce_id, 
               user_id, 
               f2f_call, 
               MIN(start_date) AS start_date, 
               MIN(end_date) AS end_date,
               DATEDIFF(MAX(start_date), MIN(start_date)) AS max_days_diff
        FROM src a 
        LEFT JOIN timedata b ON a.time_id = b.time_id
        WHERE f2f_call = 1
        GROUP BY orgunit_id, customer_id, salesforce_id, user_id, f2f_call
    ) c
    ORDER BY max_days_diff DESC
) AS d 
WHERE (max_days_diff > 180 AND salesforce_id NOT IN ('ONC_PORTFOLIO','GI_BIAD_SL1','GI_BIAD_SL2','GI_UNAD_SL'))
   OR (max_days_diff > 235 AND salesforce_id IN ('ONC_PORTFOLIO','GI_BIAD_SL1','GI_BIAD_SL2','GI_UNAD_SL'))",NA,NA,"DTT_MONDAY | The lookback period for F2F call exceed 60 days for IMM LDO and ALZ BU OR exceed 135 days for OBU BU.| IMPACT : If this happens in lower environment please ignore, The lookback is kept higher there. For prod please recheck the internal config file that contains salesforce related details, activitymetric flow mapping and source datasets ensure accuracy"
26,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*)
FROM (
    SELECT DISTINCT orgunit_id, salesforce_id, user_id, SAMPLE_DROPPED, start_date, end_date, max_days_diff
    FROM (
        SELECT orgunit_id, 
               customer_id, 
               salesforce_id, 
               user_id, 
               SAMPLE_DROPPED, 
               MIN(start_date) AS start_date, 
               MIN(end_date) AS end_date,
               DATEDIFF(MAX(start_date), MIN(start_date)) AS max_days_diff
        FROM src a 
        LEFT JOIN timedata b ON a.time_id = b.time_id
        WHERE SAMPLE_DROPPED =1
        GROUP BY orgunit_id, customer_id, salesforce_id, user_id, SAMPLE_DROPPED
    ) c
    ORDER BY max_days_diff DESC
) AS d 
WHERE (max_days_diff > 180 AND salesforce_id NOT IN ('ONC_PORTFOLIO','GI_BIAD_SL1','GI_BIAD_SL2','GI_UNAD_SL'))
   OR (max_days_diff > 235 AND salesforce_id IN ('ONC_PORTFOLIO','GI_BIAD_SL1','GI_BIAD_SL2','GI_UNAD_SL'))",NA,NA,"DTT_MONDAY | DATA TEST | The lookback period for SAMPLE DROPPED ACTIVITY exceed 60 days for IMM LDO and ALZ BU OR exceed 135 days for OBU BU.| IMPACT : If this happens in lower environment please ignore, The lookback is kept higher there. For prod please recheck the internal config file that contains salesforce related details, activitymetric flow mapping and source datasets ensure accuracy"
27,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*)
FROM (
    SELECT DISTINCT orgunit_id, salesforce_id, user_id, VAE_SENT, start_date, end_date, max_days_diff
    FROM (
        SELECT orgunit_id, 
               customer_id, 
               salesforce_id, 
               user_id, 
               VAE_SENT, 
               MIN(start_date) AS start_date, 
               MIN(end_date) AS end_date,
               DATEDIFF(MAX(start_date), MIN(start_date)) AS max_days_diff
        FROM src a 
        LEFT JOIN timedata b ON a.time_id = b.time_id
        WHERE VAE_SENT =1
        GROUP BY orgunit_id, customer_id, salesforce_id, user_id, VAE_SENT
    ) c
    ORDER BY max_days_diff DESC
) AS d 
WHERE (max_days_diff > 180 AND salesforce_id NOT IN ('ONC_PORTFOLIO','GI_BIAD_SL1','GI_BIAD_SL2','GI_UNAD_SL'))
   OR (max_days_diff > 235 AND salesforce_id IN ('ONC_PORTFOLIO','GI_BIAD_SL1','GI_BIAD_SL2','GI_UNAD_SL'))",NA,NA,"DTT_MONDAY | DATA TEST | The lookback period for VAE SENT exceed 60 days for IMM LDO and ALZ BU OR exceed 135 days for OBU BU.| IMPACT : If this happens in lower environment please ignore, The lookback is kept higher there. For prod please recheck the internal config file that contains salesforce related details, activitymetric flow mapping and source datasets ensure accuracy"
28,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*)
FROM (
    SELECT DISTINCT orgunit_id, salesforce_id, user_id, VAE_ENGAGED, start_date, end_date, max_days_diff
    FROM (
        SELECT orgunit_id, 
               customer_id, 
               salesforce_id, 
               user_id, 
               VAE_ENGAGED, 
               MIN(start_date) AS start_date, 
               MIN(end_date) AS end_date,
               DATEDIFF(MAX(start_date), MIN(start_date)) AS max_days_diff
        FROM src a 
        LEFT JOIN timedata b ON a.time_id = b.time_id
        WHERE VAE_ENGAGED =1
        GROUP BY orgunit_id, customer_id, salesforce_id, user_id, VAE_ENGAGED
    ) c
    ORDER BY max_days_diff DESC
) AS d 
WHERE (max_days_diff > 180 AND salesforce_id NOT IN ('ONC_PORTFOLIO','GI_BIAD_SL1','GI_BIAD_SL2','GI_UNAD_SL'))
   OR (max_days_diff > 235 AND salesforce_id IN ('ONC_PORTFOLIO','GI_BIAD_SL1','GI_BIAD_SL2','GI_UNAD_SL'))",NA,NA,"DTT_MONDAY | DATA TEST | The lookback period for VAE ENGAGED exceed 60 days for IMM LDO and ALZ BU OR exceed 135 days for OBU BU.| IMPACT : If this happens in lower environment please ignore, The lookback is kept higher there. For prod please recheck the internal config file that contains salesforce related details, activitymetric flow mapping and source datasets ensure accuracy"
29,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*)
FROM (
    SELECT DISTINCT orgunit_id, salesforce_id, user_id, HQ_EMAIL_ENGAGED, start_date, end_date, max_days_diff
    FROM (
        SELECT orgunit_id, 
               customer_id, 
               salesforce_id, 
               user_id, 
               HQ_EMAIL_ENGAGED, 
               MIN(start_date) AS start_date, 
               MIN(end_date) AS end_date,
               DATEDIFF(MAX(start_date), MIN(start_date)) AS max_days_diff
        FROM src a 
        LEFT JOIN timedata b ON a.time_id = b.time_id
        WHERE HQ_EMAIL_ENGAGED =1
        GROUP BY orgunit_id, customer_id, salesforce_id, user_id, HQ_EMAIL_ENGAGED
    ) c
    ORDER BY max_days_diff DESC
) AS d 
WHERE (max_days_diff > 180 AND salesforce_id NOT IN ('ONC_PORTFOLIO','GI_BIAD_SL1','GI_BIAD_SL2','GI_UNAD_SL'))
   OR (max_days_diff > 235 AND salesforce_id IN ('ONC_PORTFOLIO','GI_BIAD_SL1','GI_BIAD_SL2','GI_UNAD_SL'))",NA,NA,"DTT_MONDAY | DATA TEST | The lookback period for HQ EMAIL ENGAGED exceed 60 days for IMM LDO and ALZ BU OR exceed 135 days for OBU BU| IMPACT : If this happens in lower environment please ignore, The lookback is kept higher there. For prod please recheck the internal config file that contains salesforce related details, activitymetric flow mapping and source datasets ensure accuracy"
