QC_ID,Step_Execution,LOC,File_Dir,File_Name,Delimiter,File_Format,Column_Name,Check_Type,Frequency,Status,Lower_Threshold,Upper_Threshold,Criticality_Flag,Parameter1,Parameter2,Write_Mode,File_Append_Location,Exception_Statement
13,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/cyclerunconfiguration/,cyclerunconfiguration,",",parquet,external_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition," select count(*) as NULL_COUNT from src where external_id IS NULL or start_date IS NULL
or end_date IS NULL or is_primary IS NULL or salesforce_id IS NULL",NA,NA,DTT THURSDAY| NULL | external_id or start_date or end_date or is_primary or salesforce_id is null| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
14,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/entitydetailsvisualizationconfiguration/,entitydetailsvisualizationconfiguration,",",parquet,Entity_Type,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src WHERE Entity_Type IS NULL,NA,NA,DTT THURSDAY| NULL | Entity_Type is null| IMPACT : Ingestion may fail as this field should not be null as per the app data contract.
15,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/metricgrainmapping/,metricgrainmapping,",",parquet,grain,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where grain is null or metric_name is null or is_deleted is null,NA,NA,DTT THURSDAY| NULL | grain or metric_name or is_deleted is null| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
16,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customerorgunitmetric/,customerorgunitmetric,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where orgunit_id is null or customer_id is null or salesforce_id is null,NA,NA,DTT THURSDAY| NULL | orgunit_id or customer_id or salesforce_id is null| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
17,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/orgunit/,orgunit,",",parquet,name,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT from src where name is null,NA,NA,DTT THURSDAY| NULL | name is null| IMPACT : Ingestion may fail as this field should not be null as per the app data contract.
18,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/product/,product,",",parquet,product_name,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT from src where product_name is null or product_level_id is null,NA,NA,DTT THURSDAY| NULL | product_name or product_level_id is null| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
19,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/speciality/,speciality,",",parquet,speciality_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as null_count from src where speciality_id is null,NA,NA,DTT THURSDAY| NULL | speciality_id is null| IMPACT : Ingestion may fail as this field should not be null as per the app data contract.
20,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestedengagements/,suggestedengagements,",",parquet,hcp_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where hcp_id is null or cadence is null or channel_id is null or generated_date is null,NA,NA,DTT THURSDAY| NULL | hcp_id or cadence or channel_id or generated_date is null| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
21,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/timedata/,timedata,",",parquet,start_date,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,"select count(*) as NULL_COUNT FROM src where start_date is null or end_date is null
or grain_type is null or is_deleted is null or display_name is null",NA,NA,DTT THURSDAY| NULL | start_date or end_date or grain_type or is_deleted or display_name is null| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
22,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/user/,user,",",parquet,user_login,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where user_login is null or name is null or locale_key is null or role is null or is_deleted is null,NA,NA,DTT THURSDAY| NULL | user_login or name or locale_key or role or is_deleted is null| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
23,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/userorgunitmapping/,userorgunitmapping,",",parquet,user_orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where user_orgunit_id is null,NA,NA,DTT THURSDAY| NULL | user_orgunit_id is null| IMPACT : Ingestion may fail as this field should not be null as per the app data contract.
24,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/userfilterconfigurationmapping/,userfilterconfigurationmapping,",",parquet,user_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where user_id is null or filterconfiguration_id is null,NA,NA,DTT THURSDAY| NULL | user_id or filterconfiguration_id is null| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
25,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/NEW_INSIGHTS_CURRENT_WEEK/,NEW_INSIGHTS_CURRENT_WEEK,|,parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select COUNT(*) from(
select customer_id, rep_id,salesforce_code, count(*) as insight_count
from src
where call_sequencing ='P1' and expiry_date>'current_date' and active_status = 'Y'
group by customer_id, rep_id,salesforce_code
HAVING (salesforce_code in ('ALZ_ADC','GI_BIAD_SL2','GI_BIAD_SL1','GI_UNAD_SL') AND COUNT(*) >6) 
OR  (salesforce_code not in ('ALZ_ADC','GI_BIAD_SL2','GI_BIAD_SL1','GI_UNAD_SL') AND COUNT(*) > 4))o",NA,NA,DTT THURSDAY| DATA TEST |Insights generated per HCP for P1 brand exceed 4 for IMM OR LDO OR OBU and exceed 6 for ALZ or GI. | IMPACT : More than required insights per hcp:rep having 1 suggested product would be visible on app. Please check your configurations of insights and post_processing flow for any issues or double check the source datasets in this mapping.
26,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/NEW_INSIGHTS_CURRENT_WEEK/,NEW_INSIGHTS_CURRENT_WEEK,|,parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from(
select customer_id, rep_id, count(*) as insight_count
from src
where call_sequencing ='P2' and expiry_date>'current_date' and active_status ='Y'
group by customer_id, rep_id HAVING insight_count > 3) n",NA,NA,DTT THURSDAY| DATA TEST | Insights generated per HCP for P2 brand exceed 3| IMPACT : More than required insights per hcp:rep having only 2 suggested product would be visible on app. Please check your configurations of insights and post_processing flow for any issues or double check the source datasets in this mapping.
27,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/NEW_INSIGHTS_CURRENT_WEEK/,NEW_INSIGHTS_CURRENT_WEEK,|,parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from(
select customer_id, rep_id, count(*) as insight_count
from src
where insight_type ='PORTFOLIO' and expiry_date>'current_date' and active_status ='Y'
group by customer_id, rep_id HAVING insight_count > 1)h",NA,NA,DTT THURSDAY| DATA TEST |  Generated portfolio insight per HCP:Rep exceed 1| IMPACT : More than required insights per hcp:rep having 1 or more suggested product would be visible on app which is not inline with the requirements. Please check your configurations of insights and post_processing flow for any issues or double check the source datasets in this mapping.
28,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/NEW_INSIGHTS_CURRENT_WEEK/,NEW_INSIGHTS_CURRENT_WEEK,|,parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from 
(select customer_id, rep_id, count(*) as insight_count
from src
where call_sequencing ='P3' and expiry_date>'current_date' and active_status ='Y'
group by customer_id, rep_id HAVING insight_count > 0)k",NA,NA,DTT THURSDAY| DATA TEST | Insights generated per HCP for P3 brand exceed 1| IMPACT : More than required insights per hcp:rep having 3 suggested product would be visible on app. Please check your configurations of insights and post_processing flow for any issues or double check the source datasets in this mapping.
29,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/NEW_INSIGHTS_CURRENT_WEEK/,NEW_INSIGHTS_CURRENT_WEEK,|,parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
(select distinct orgunit_id
from src
except
select distinct orgunit_id
from alignment) x",NA,NA,DTT THURSDAY| SUBSET | Mismatch between post_processing thursday output and alignment file at orgunit_id level| IMPACT : The DTT ingestion for alignment file may fail if there is any orgunit_id that are not present in the orgunit file. Please recheck the respective mappings and source datasets to ensure accuracy
30,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/NEW_INSIGHTS_CURRENT_WEEK/,NEW_INSIGHTS_CURRENT_WEEK,|,parquet,rep_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
(select distinct rep_id
from src
except
select distinct id
from LDG_VEEVA_USERS)x",NA,NA,DTT THURSDAY| SUBSET | Mismatch between post_processing thursday output and veeva_users file at rep_id level| IMPACT : The DTT ingestion for alignment file may fail if there is any rep_id that are not present in the users file. Please recheck the respective mappings and source datasets to ensure accuracy
31,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/NEW_INSIGHTS_CURRENT_WEEK/,NEW_INSIGHTS_CURRENT_WEEK,|,parquet,cloud_tag_1,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
(
select metric from (select cloud_tag_1 metric
from src
union all
select cloud_tag_2 metric
from src
union all
select cloud_tag_3 metric
from src
union all
select cloud_tag_4 metric
from src
union all
select cloud_tag_5 metric
from src
union all
select cloud_tag_6 metric
from src
)x
where x.metric not in ('NA','N/A',null)
except
select distinct metric_key
from METRIC_MAPPING
)z",NA,NA,DTT THURSDAY| The cloud tags are not populated correctly in the FI app backend file for insight metrics and rationale| IMPACT : The cloud tags shown on hcp profile section will not match with the raw data. Please recheck the respective mapping and source dataset to ensure accuracy
32,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/NEW_INSIGHTS_CURRENT_WEEK/,NEW_INSIGHTS_CURRENT_WEEK,|,parquet,metric_name_1,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
(select metric from 
(select metric_name_1 metric
from src
union all
select metric_name_2 metric
from src
union all
select metric_name_3 metric
from src
union all
select metric_name_4 metric
from src
union all
select metric_name_5 metric
from src
union all
select metric_name_6 metric
from src
) as x
where x.metric not in ('NA','N/A',null)
except
select distinct metric_key
from metric_mapping
)z",NA,NA,DTT THURSDAY| SUBSET | Mismatch between post_processing thursday output and metricmetadata file at metric_name levels| IMPACT : The metric abesnt in either file would not be seen on DTT App. Please recheck the respective mappings and source datasets to ensure accuracy
33,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customerproductorgunitplanchannelnumericmetric/,customerproductorgunitplanchannelnumericmetric,",",parquet,channel_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*)
from
(select distinct upper(channel_id) as channel_id from src as m
except
select distinct upper(method_of_payment) as channel_id from payer_raw as b where method_of_payment in ('ASSISTANCE','COMMERCIAL','FFS MEDICAID','MEDICARE','MGD MEDICAID','MEDICARE D','CASH','UNKNOWN','UNKNOWN MEDICAL')
) a",NA,NA,DTT THURSDAY| DATA TEST | The list of MOPs does not match with the MOPs as per requirement| IMPACT : The MOPs not inline with requirements will be visible on app in payers tab. Please recheck the managed_care mapping and respective source datasets to be double sure
34,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/alignment/,alignment,",",parquet,product_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
(select distinct(alignment.product_id) from src as alignment
except
select distinct(rep_alignment.product_id) from rep_alignment) z",NA,NA,"DTT THURSDAY| DATA TEST | Mismatch between FI_app alignment file and Rep_alignment at product_id level| IMPACT : Product present in the BR pipeine are missing in DTT rep alignment, possible data loss. Please check the alignment mapping and source datasets to ensure accuracy"
35,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/FIA_PO/REP_ALIGNMENT/sugg_posted_date=current_date/,REP_ALIGNMENT,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from 
	(select count(distinct a.customer_id, a.orgunit_id ) as cnt_rep_alignment, 
	count(distinct b.customer_id,b.orgunit_id) as cnt_fialignment
		from 
		(select distinct customer_id, orgunit_id
		from src) a
		LEFT JOIN
		(select distinct customer_id, orgunit_id
		from alignment) b
		ON a.customer_id=b.customer_id 
		and
		a.orgunit_id=b.orgunit_id
	) m 
where cnt_fialignment != cnt_rep_alignment",NA,NA,DTT THURSDAY| DATA TEST | Mismatch between FI_app alignment file and Rep_alignment at customer_orgunit level| IMPACT : The alignment dependent file ingestion such as customerorgunit may fail due to this. Please check the alignment mapping and source datasets to ensure accuracy
36,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/payer/,payer,",",parquet,payer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,select count(*) as null_in_payer from src where Payer_Id IS NULL or Payer_Name IS NULL or Is_Deleted IS NULL,NA,NA,DTT THURSDAY| NULL | Payer_Id or Payer_Name or Is_Deleted is null| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
37,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/plan/,plan,",",parquet,Plan_Id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,select count(*) as null_in_payer from src where Plan_Id IS NULL or Plan_Name IS NULL or Payer_Id IS NULL or Is_Deleted  IS NULL ,NA,NA,DTT THURSDAY| NULL | Plan_Id or Plan_Name or Payer_Id or Is_Deleted is null| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
38,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/channel/,channel,",",parquet,channel_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,select count(*) as null_in_channel from src where Channel_Id IS NULL or Channel_Name IS NULL or Is_Deleted IS NULL,NA,NA,DTT THURSDAY| NULL | Channel_Id or Channel_Name or Is_Deleted is null| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
39,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customerproductorgunitplanchannelnumericmetric/,customerproductorgunitplanchannelnumericmetric,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) as null_managed_care_data from src where 
Orgunit_Id IS NULL OR Product_Id IS NULL OR Customer_Id IS NULL OR Plan_Id IS NULL OR 
Channel_Id IS NULL OR Time_Id IS NULL OR SalesForce_Id IS NULL",NA,NA,DTT THURSDAY| NULL | Orgunit_Id or Product_Id or Customer_Id or Plan_Id or Channel_Id or Time_Id or SalesForce_Id is null| IMPACT : Ingestion may fail as these fields should not be null as per the app data contract.
40,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/NEW_INSIGHTS_CURRENT_WEEK/,NEW_INSIGHTS_CURRENT_WEEK,|,parquet,channel_id,Custom_Count_Check,Daily,Inactive,NA,NA,NA,prerequisite condition,"select count(*) from
(select distinct channel_id_pp
from 
(select post_processing.channel_id as channel_id_pp,xyz.channel_id as channel_id_po,
post_processing.customer_id,orgunit_id
from src post_processing
inner join (select * from PO_PRE_PROCESSING_OUTPUT where actual_count>0 and channel_id='VAE') xyz
on xyz.customer_id=post_processing.customer_id
and geography_id=orgunit_id and xyz.product_id=post_processing.product_id
)x
where channel_id_pp != 'VAE'
)z",NA,NA,DTT THURSDAY| DATA TEST | These records have suggested VAE in PO output but does not contain channel ID as VAE in post processing Thursday output| IMPACT : No VAEs will be visible on the suggested engagement card for these hcps even though PO recommended. Please recheck the respective mapping and source dataset to ensure accuracy
41,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestedengagements/,suggestedengagements,",",parquet,hcp_id,Custom_count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) as count_id from 
(select distinct(hcp_id)
from src
except
select distinct(customer_id)
from PO_PRE_PROCESSING_OUTPUT
where actual_count>0
) as count_table",NA,NA,DTT THURSDAY| SUBSET | Mismatch between suggestedengagement and po output file at customer_id levels| IMPACT : The po recommendations are not inline in the suggestedengagement file that is generated after processing. Please recheck the respective mappings and source datasets to ensure accuracy
42,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestedengagements/,suggestedengagements,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from(select distinct hcp_id, orgunit_id from src where upper(channel_id) in ('CALL','VAE')
except
select distinct customer_id, geography_id from PO_PRE_PROCESSING_OUTPUT where actual_count>0) z",NA,NA,DTT THURSDAY| DATA TEST |The volume of CALL and VAE of suggested engagement FIA output file does not match with PO output file at HCP:Rep:product level| IMPACT : The  po recommendations are not inline in the suggestedengagement file. Please recheck the corresponding mapping and source dataset to ensure accuracy
43,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/NEW_INSIGHTS_CURRENT_WEEK/,NEW_INSIGHTS_CURRENT_WEEK,|,parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from(

select distinct customer_id 
from src
where load_strategy not in ('UPDATE_CYCLE_REFRESH','NOT_PRIORITIZED','UPDATE_FEEDBACK')
except
select distinct customer_id 
from PO_PRE_PROCESSING_OUTPUT where actual_count>0) n
 ",NA,NA,DTT THURSDAY| DATA TEST | The generated insight does not have a part of either only PO suggested CALL or VAE in post_processing thursday file| IMPACT : The PO recommendations are not correctly captured in the post_processing thursday output file. Please recheck the corresponding mapping and source dataset to ensure accuracy
