verso_tactic_id|utm_tag|verso_campaign_id|third_party_program_id|subject_line|preheader|link|link_location|data_source_code|delivery_source|delivery_source_type|contact_type|platform|tactic_description|approved_job_id|tactic_expiration_date|tactic_retirement_date|primary_category|secondary_category|percent_population|tactic_start_date|tactic_end_date|offertype|content_tag|franchise|geography|product|disease_state_indication|customer_type|customer_segment|department|campaign_name|execution_path|primary_subcategory|secondary_subcategory|document_status|tactic_resend|content_testing|AEM_Variation_ID|send_type|groups|product_id
SOA_PP-TR-US-2397_12735_01|https://www.mounjaro.com/hcp/getting-patients-started?utm_source=DOX!SOA_PP-TR-US-2397_12735_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION#prescribing|USA-MON-DIA-RETL-BSE-SOA-01022025||Information for You and Your Adult Patients With Type 2 Diabetes|NA|https://www.mounjaro.com/hcp/getting-patients-started#prescribing|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION|Learn About Prescribing|DIABETES|USA|MOUNJARO|DIABETES|HCP|PATIENT DRIVEN PRACTITIONERS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
SOA_PP-TR-US-2397_12735_01|https://www.mounjaro.com/hcp/savings-resources?utm_source=DOX!SOA_PP-TR-US-2397_12735_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION|USA-MON-DIA-RETL-BSE-SOA-01022025||Information for You and Your Adult Patients With Type 2 Diabetes|NA|https://www.mounjaro.com/hcp/savings-resources|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION|Download Help Sheet|DIABETES|USA|MOUNJARO|DIABETES|HCP|PATIENT DRIVEN PRACTITIONERS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
SOA_PP-TR-US-2397_12735_01|https://www.mounjaro.com/hcp/savings-resources?utm_source=DOX!SOA_PP-TR-US-2397_12735_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION|USA-MON-DIA-RETL-BSE-SOA-01022025||Information for You and Your Adult Patients With Type 2 Diabetes|NA|https://www.mounjaro.com/hcp/savings-resources|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION|Formulary Tool|DIABETES|USA|MOUNJARO|DIABETES|HCP|PATIENT DRIVEN PRACTITIONERS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
SOA_PP-TR-US-2397_12735_01|https://www.mounjaro.com/hcp/getting-patients-started?utm_source=DOX!SOA_PP-TR-US-2397_12735_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION#dosing|USA-MON-DIA-RETL-BSE-SOA-01022025||Information for You and Your Adult Patients With Type 2 Diabetes|NA|https://www.mounjaro.com/hcp/getting-patients-started#dosing|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION|Learn About Dosing|DIABETES|USA|MOUNJARO|DIABETES|HCP|PATIENT DRIVEN PRACTITIONERS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
SOA_PP-TR-US-2397_12735_01|https://www.mounjaro.com/hcp/savings-resources?utm_source=DOX!SOA_PP-TR-US-2397_12735_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION|USA-MON-DIA-RETL-BSE-SOA-01022025||Information for You and Your Adult Patients With Type 2 Diabetes|NA|https://www.mounjaro.com/hcp/savings-resources|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION|Learn About Savings Support|DIABETES|USA|MOUNJARO|DIABETES|HCP|PATIENT DRIVEN PRACTITIONERS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
SOA_PP-TR-US-2397_12736_01|https://mounjaro.lilly.com/hcp/savings-resources?utm_source=DOX!SOA_PP-TR-US-2397_12736_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION|USA-MON-DIA-RETL-BSE-SOA-01022025||Savings May Be Available for Your Adult Patients With Type 2 Diabetes|NA|https://mounjaro.lilly.com/hcp/savings-resources|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION|Download Help Sheet|DIABETES|USA|MOUNJARO|DIABETES|HCP|PROACTIVE ADVOCATES;CONST CONSCIENTIOUS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
SOA_PP-TR-US-2397_12736_01|https://mounjaro.lilly.com/hcp/savings-resources?utm_source=DOX!SOA_PP-TR-US-2397_12736_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION|USA-MON-DIA-RETL-BSE-SOA-01022025||Savings May Be Available for Your Adult Patients With Type 2 Diabetes|NA|https://mounjaro.lilly.com/hcp/savings-resources|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION|Formulary Tool|DIABETES|USA|MOUNJARO|DIABETES|HCP|PROACTIVE ADVOCATES;CONST CONSCIENTIOUS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
SOA_PP-TR-US-2397_12736_01|https://www.mounjaro.com/hcp/getting-patients-started?utm_source=DOX!SOA_PP-TR-US-2397_12736_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION#prescribing|USA-MON-DIA-RETL-BSE-SOA-01022025||Savings May Be Available for Your Adult Patients With Type 2 Diabetes|NA|https://www.mounjaro.com/hcp/getting-patients-started#prescribing|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION|Learn About Prescribing|DIABETES|USA|MOUNJARO|DIABETES|HCP|PROACTIVE ADVOCATES;CONST CONSCIENTIOUS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
SOA_PP-TR-US-2397_12736_01|https://mounjaro.lilly.com/hcp/getting-patients-started?utm_source=DOX!SOA_PP-TR-US-2397_12736_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION|USA-MON-DIA-RETL-BSE-SOA-01022025||Savings May Be Available for Your Adult Patients With Type 2 Diabetes|NA|https://mounjaro.lilly.com/hcp/getting-patients-started|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION||DIABETES|USA|MOUNJARO|DIABETES|HCP|PROACTIVE ADVOCATES;CONST CONSCIENTIOUS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
SOA_PP-TR-US-2397_12736_01|https://www.mounjaro.com/hcp/getting-patients-started?utm_source=DOX!SOA_PP-TR-US-2397_12736_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION#dosing|USA-MON-DIA-RETL-BSE-SOA-01022025||Savings May Be Available for Your Adult Patients With Type 2 Diabetes|NA|https://www.mounjaro.com/hcp/getting-patients-started#dosing|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION|Learn About Dosing|DIABETES|USA|MOUNJARO|DIABETES|HCP|PROACTIVE ADVOCATES;CONST CONSCIENTIOUS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
SOA_PP-TR-US-2397_12736_01|https://mounjaro.lilly.com/hcp/savings-resources?utm_source=DOX!SOA_PP-TR-US-2397_12736_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION|USA-MON-DIA-RETL-BSE-SOA-01022025||Savings May Be Available for Your Adult Patients With Type 2 Diabetes|NA|https://mounjaro.lilly.com/hcp/savings-resources|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION||DIABETES|USA|MOUNJARO|DIABETES|HCP|PROACTIVE ADVOCATES;CONST CONSCIENTIOUS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
SOA_PP-TR-US-2397_12737_01|https://mounjaro.lilly.com/hcp/savings-resources?utm_source=DOX!SOA_PP-TR-US-2397_12737_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION|USA-MON-DIA-RETL-BSE-SOA-01022025||Interested in Resources for Your Adult Patients With Type 2 Diabetes?|NA|https://mounjaro.lilly.com/hcp/savings-resources|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION|Formulary Tool|DIABETES|USA|MOUNJARO|DIABETES|HCP|SIMPLICITY SEEKERS;BROAD BENEFIT BELIEVERS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
SOA_PP-TR-US-2397_12737_01|https://www.mounjaro.com/hcp/getting-patients-started?utm_source=DOX!SOA_PP-TR-US-2397_12737_01&utm_medium=DOXIMITY&utm_campaign=USA-MON-DIA-RETL-BSE-SOA-01022025&utm_term=BROCHURE/PRESENTATION#prescribing|USA-MON-DIA-RETL-BSE-SOA-01022025||Interested in Resources for Your Adult Patients With Type 2 Diabetes?|NA|https://www.mounjaro.com/hcp/getting-patients-started#prescribing|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|PP-TR-US-2397-OTGS Doximity Doc News|PP-TR-US-2397|02-28-2027|02-28-2027|PATIENT OR CUSTOMER SUPPORT|RESOURCES||05-05-2025|12-31-2025|BROCHURE/PRESENTATION|Learn About Prescribing|DIABETES|USA|MOUNJARO|DIABETES|HCP|SIMPLICITY SEEKERS;BROAD BENEFIT BELIEVERS|RETAIL|Mounjaro Type 2 Diabetes Base SOA 01022025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||613009_864851
