DIMENSION1,DIMENSION2,Prioritization_score
MEDSCAPE_ALERT,SAFETY#LONG_TERM,191
MEDSCAPE_ALERT,SAFETY#NA,192
MEDSCAPE_ALERT,SAFETY#NR_AXSPA,193
MEDSCAPE_ALERT,SAFETY#PSA,194
MEDSCAPE_ALERT,SAFETY#PSO_ADULTS,195
MEDSCAPE_ALERT,SAFETY#PSO_PEDS,196
MEDSCAPE_ALERT,SAFETY#SIDE_EFFECTS,197
MEDSCAPE_ALERT,UNMET_NEED,198
MEDSCAPE_EMAIL,ACCESS_FORMULARY,199
MEDSCAPE_EMAIL,DEVICE,200
MEDSCAPE_EMAIL,DISEASE_STATE,201
MEDSCAPE_EMAIL,DOSING,202
MEDSCAPE_EMAIL,EASE_OF_ADMINISTRATION,203
MEDSCAPE_EMAIL,EFFICACY#COMBINATION_THERAPY,204
MEDSCAPE_EMAIL,EFFICACY#CORE,205
MEDSCAPE_EMAIL,EFFICACY#ENTHESITIS_DACYLITIS,206
MEDSCAPE_EMAIL,EFFICACY#HEAD_TO_HEAD,207
MEDSCAPE_EMAIL,EFFICACY#LONG_TERM,208
MEDSCAPE_EMAIL,EFFICACY#NA,209
MEDSCAPE_EMAIL,EFFICACY#NOW_APPROVED,210
MEDSCAPE_EMAIL,EFFICACY#PSO_PEDS,211
MEDSCAPE_EMAIL,EFFICACY#RAPID_ONSET,212
MEDSCAPE_EMAIL,EFFICACY#SECONDARY,213
MEDSCAPE_EMAIL,EFFICACY#SPINAL_PAIN_AND_STIFFNESS,214
MEDSCAPE_EMAIL,EFFICACY#STRUCTURE,215
MEDSCAPE_EMAIL,GENERAL,216
MEDSCAPE_EMAIL,INITIATION,217
MEDSCAPE_EMAIL,MOA,218
MEDSCAPE_EMAIL,PATIENT_AFFORDABILITY,219
MEDSCAPE_EMAIL,PATIENT_CUSTOMER_SUPPORT,220
MEDSCAPE_EMAIL,PATIENT_TYPE_IDENTIFICATION,221
MEDSCAPE_EMAIL,SAFETY#AS,222
MEDSCAPE_EMAIL,SAFETY#HEAD_TO_HEAD,223
MEDSCAPE_EMAIL,SAFETY#LONG_TERM,224
MEDSCAPE_EMAIL,SAFETY#NA,225
MEDSCAPE_EMAIL,SAFETY#NR_AXSPA,226
MEDSCAPE_EMAIL,SAFETY#PSA,227
MEDSCAPE_EMAIL,SAFETY#PSO_ADULTS,228
MEDSCAPE_EMAIL,SAFETY#PSO_PEDS,229
MEDSCAPE_EMAIL,SAFETY#SIDE_EFFECTS,230
MEDSCAPE_EMAIL,UNMET_NEED,231
MEDSCAPE_POC,ACCESS_FORMULARY,232
MEDSCAPE_POC,DEVICE,233
MEDSCAPE_POC,DISEASE_STATE,234
MEDSCAPE_POC,DOSING,235
MEDSCAPE_POC,EASE_OF_ADMINISTRATION,236
MEDSCAPE_POC,EFFICACY#COMBINATION_THERAPY,237
MEDSCAPE_POC,EFFICACY#CORE,238
MEDSCAPE_POC,EFFICACY#ENTHESITIS_DACYLITIS,239
MEDSCAPE_POC,EFFICACY#HEAD_TO_HEAD,240
MEDSCAPE_POC,EFFICACY#LONG_TERM,241
MEDSCAPE_POC,EFFICACY#NA,242
MEDSCAPE_POC,EFFICACY#NOW_APPROVED,243
MEDSCAPE_POC,EFFICACY#PSO_PEDS,244
MEDSCAPE_POC,EFFICACY#RAPID_ONSET,245
MEDSCAPE_POC,EFFICACY#SECONDARY,246
MEDSCAPE_POC,EFFICACY#SPINAL_PAIN_AND_STIFFNESS,247
MEDSCAPE_POC,EFFICACY#STRUCTURE,248
MEDSCAPE_POC,GENERAL,249
MEDSCAPE_POC,INITIATION,250
MEDSCAPE_POC,MOA,251
MEDSCAPE_POC,PATIENT_AFFORDABILITY,252
MEDSCAPE_POC,PATIENT_CUSTOMER_SUPPORT,253
MEDSCAPE_POC,PATIENT_TYPE_IDENTIFICATION,254
MEDSCAPE_POC,SAFETY#AS,255
MEDSCAPE_POC,SAFETY#HEAD_TO_HEAD,256
MEDSCAPE_POC,SAFETY#LONG_TERM,257
MEDSCAPE_POC,SAFETY#NA,258
MEDSCAPE_POC,SAFETY#NR_AXSPA,259
MEDSCAPE_POC,SAFETY#PSA,260
MEDSCAPE_POC,SAFETY#PSO_ADULTS,261
MEDSCAPE_POC,SAFETY#PSO_PEDS,262
MEDSCAPE_POC,SAFETY#SIDE_EFFECTS,263
MEDSCAPE_POC,UNMET_NEED,264
EPOCRATES_ALERT,ACCESS_FORMULARY,265
EPOCRATES_ALERT,DEVICE,266
EPOCRATES_ALERT,DISEASE_STATE,267
EPOCRATES_ALERT,DOSING,268
EPOCRATES_ALERT,EASE_OF_ADMINISTRATION,269
EPOCRATES_ALERT,EFFICACY#COMBINATION_THERAPY,270
EPOCRATES_ALERT,EFFICACY#CORE,271
EPOCRATES_ALERT,EFFICACY#ENTHESITIS_DACYLITIS,272
EPOCRATES_ALERT,EFFICACY#HEAD_TO_HEAD,273
EPOCRATES_ALERT,EFFICACY#LONG_TERM,274
EPOCRATES_ALERT,EFFICACY#NA,275
EPOCRATES_ALERT,EFFICACY#NOW_APPROVED,276
EPOCRATES_ALERT,EFFICACY#PSO_PEDS,277
EPOCRATES_ALERT,EFFICACY#RAPID_ONSET,278
EPOCRATES_ALERT,EFFICACY#SECONDARY,279
EPOCRATES_ALERT,EFFICACY#SPINAL_PAIN_AND_STIFFNESS,280
EPOCRATES_ALERT,EFFICACY#STRUCTURE,281
EPOCRATES_ALERT,GENERAL,282
EPOCRATES_ALERT,INITIATION,283
EPOCRATES_ALERT,MOA,284
EPOCRATES_ALERT,PATIENT_AFFORDABILITY,285
EPOCRATES_ALERT,PATIENT_CUSTOMER_SUPPORT,286
EPOCRATES_ALERT,PATIENT_TYPE_IDENTIFICATION,287
EPOCRATES_ALERT,SAFETY#AS,288
EPOCRATES_ALERT,SAFETY#HEAD_TO_HEAD,289
EPOCRATES_ALERT,SAFETY#LONG_TERM,290
EPOCRATES_ALERT,SAFETY#NA,291
EPOCRATES_ALERT,SAFETY#NR_AXSPA,292
EPOCRATES_ALERT,SAFETY#PSA,293
EPOCRATES_ALERT,SAFETY#PSO_ADULTS,294
EPOCRATES_ALERT,SAFETY#PSO_PEDS,295
EPOCRATES_ALERT,SAFETY#SIDE_EFFECTS,296
EPOCRATES_ALERT,UNMET_NEED,297
EDH_PROFLOW_EDMU,ACCESS_FORMULARY,298
EDH_PROFLOW_EDMU,DEVICE,299
EDH_PROFLOW_EDMU,DISEASE_STATE,300
EDH_PROFLOW_EDMU,DOSING,301
EDH_PROFLOW_EDMU,EASE_OF_ADMINISTRATION,302
EDH_PROFLOW_EDMU,EFFICACY#COMBINATION_THERAPY,303
EDH_PROFLOW_EDMU,EFFICACY#CORE,304
EDH_PROFLOW_EDMU,EFFICACY#ENTHESITIS_DACYLITIS,305
EDH_PROFLOW_EDMU,EFFICACY#HEAD_TO_HEAD,306
EDH_PROFLOW_EDMU,EFFICACY#LONG_TERM,307
EDH_PROFLOW_EDMU,EFFICACY#NA,308
EDH_PROFLOW_EDMU,EFFICACY#NOW_APPROVED,309
EDH_PROFLOW_EDMU,EFFICACY#PSO_PEDS,310
EDH_PROFLOW_EDMU,EFFICACY#RAPID_ONSET,311
EDH_PROFLOW_EDMU,EFFICACY#SECONDARY,312
EDH_PROFLOW_EDMU,EFFICACY#SPINAL_PAIN_AND_STIFFNESS,313
EDH_PROFLOW_EDMU,EFFICACY#STRUCTURE,314
EDH_PROFLOW_EDMU,GENERAL,315
EDH_PROFLOW_EDMU,INITIATION,316
EDH_PROFLOW_EDMU,MOA,317
EDH_PROFLOW_EDMU,PATIENT_AFFORDABILITY,318
EDH_PROFLOW_EDMU,PATIENT_CUSTOMER_SUPPORT,319
EDH_PROFLOW_EDMU,PATIENT_TYPE_IDENTIFICATION,320
EDH_PROFLOW_EDMU,SAFETY#AS,321
EDH_PROFLOW_EDMU,SAFETY#HEAD_TO_HEAD,322
EDH_PROFLOW_EDMU,SAFETY#LONG_TERM,323
EDH_PROFLOW_EDMU,SAFETY#NA,324
EDH_PROFLOW_EDMU,SAFETY#NR_AXSPA,325
EDH_PROFLOW_EDMU,SAFETY#PSA,326
EDH_PROFLOW_EDMU,SAFETY#PSO_ADULTS,327
EDH_PROFLOW_EDMU,SAFETY#PSO_PEDS,328
EDH_PROFLOW_EDMU,SAFETY#SIDE_EFFECTS,329
EDH_PROFLOW_EDMU,UNMET_NEED,330
EDH_PROFLOW_RDMU,ACCESS_FORMULARY,331
EDH_PROFLOW_RDMU,DEVICE,332
EDH_PROFLOW_RDMU,DISEASE_STATE,333
EDH_PROFLOW_RDMU,DOSING,334
EDH_PROFLOW_RDMU,EASE_OF_ADMINISTRATION,335
EDH_PROFLOW_RDMU,EFFICACY#COMBINATION_THERAPY,336
EDH_PROFLOW_RDMU,EFFICACY#CORE,337
EDH_PROFLOW_RDMU,EFFICACY#ENTHESITIS_DACYLITIS,338
EDH_PROFLOW_RDMU,EFFICACY#HEAD_TO_HEAD,339
EDH_PROFLOW_RDMU,EFFICACY#LONG_TERM,340
EDH_PROFLOW_RDMU,EFFICACY#NA,341
EDH_PROFLOW_RDMU,EFFICACY#NOW_APPROVED,342
EDH_PROFLOW_RDMU,EFFICACY#PSO_PEDS,343
EDH_PROFLOW_RDMU,EFFICACY#RAPID_ONSET,344
EDH_PROFLOW_RDMU,EFFICACY#SECONDARY,345
EDH_PROFLOW_RDMU,EFFICACY#SPINAL_PAIN_AND_STIFFNESS,346
EDH_PROFLOW_RDMU,EFFICACY#STRUCTURE,347
EDH_PROFLOW_RDMU,GENERAL,348
EDH_PROFLOW_RDMU,INITIATION,349
EDH_PROFLOW_RDMU,MOA,350
EDH_PROFLOW_RDMU,PATIENT_AFFORDABILITY,351
EDH_PROFLOW_RDMU,PATIENT_CUSTOMER_SUPPORT,352
EDH_PROFLOW_RDMU,PATIENT_TYPE_IDENTIFICATION,353
EDH_PROFLOW_RDMU,SAFETY#AS,354
EDH_PROFLOW_RDMU,SAFETY#HEAD_TO_HEAD,355
EDH_PROFLOW_RDMU,SAFETY#LONG_TERM,356
EDH_PROFLOW_RDMU,SAFETY#NA,357
EDH_PROFLOW_RDMU,SAFETY#NR_AXSPA,358
EDH_PROFLOW_RDMU,SAFETY#PSA,359
EDH_PROFLOW_RDMU,SAFETY#PSO_ADULTS,360
EDH_PROFLOW_RDMU,SAFETY#PSO_PEDS,361
EDH_PROFLOW_RDMU,SAFETY#SIDE_EFFECTS,362
EDH_PROFLOW_RDMU,UNMET_NEED,363
EDH_PROFLOW_WDMU,ACCESS_FORMULARY,364
EDH_PROFLOW_WDMU,DEVICE,365
EDH_PROFLOW_WDMU,DISEASE_STATE,366
EDH_PROFLOW_WDMU,DOSING,367
EDH_PROFLOW_WDMU,EASE_OF_ADMINISTRATION,368
EDH_PROFLOW_WDMU,EFFICACY#COMBINATION_THERAPY,369
EDH_PROFLOW_WDMU,EFFICACY#CORE,370
EDH_PROFLOW_WDMU,EFFICACY#ENTHESITIS_DACYLITIS,371
EDH_PROFLOW_WDMU,EFFICACY#HEAD_TO_HEAD,372
EDH_PROFLOW_WDMU,EFFICACY#LONG_TERM,373
EDH_PROFLOW_WDMU,EFFICACY#NA,374
EDH_PROFLOW_WDMU,EFFICACY#NOW_APPROVED,375
EDH_PROFLOW_WDMU,EFFICACY#PSO_PEDS,376
EDH_PROFLOW_WDMU,EFFICACY#RAPID_ONSET,377
EDH_PROFLOW_WDMU,EFFICACY#SECONDARY,378
EDH_PROFLOW_WDMU,EFFICACY#SPINAL_PAIN_AND_STIFFNESS,379
EDH_PROFLOW_WDMU,EFFICACY#STRUCTURE,380
EDH_PROFLOW_WDMU,GENERAL,381
EDH_PROFLOW_WDMU,INITIATION,382
EDH_PROFLOW_WDMU,MOA,383
EDH_PROFLOW_WDMU,PATIENT_AFFORDABILITY,384
EDH_PROFLOW_WDMU,PATIENT_CUSTOMER_SUPPORT,385
EDH_PROFLOW_WDMU,PATIENT_TYPE_IDENTIFICATION,386
EDH_PROFLOW_WDMU,SAFETY#AS,387
EDH_PROFLOW_WDMU,SAFETY#HEAD_TO_HEAD,388
EDH_PROFLOW_WDMU,SAFETY#LONG_TERM,389
EDH_PROFLOW_WDMU,SAFETY#NA,390
EDH_PROFLOW_WDMU,SAFETY#NR_AXSPA,391
EDH_PROFLOW_WDMU,SAFETY#PSA,392
EDH_PROFLOW_WDMU,SAFETY#PSO_ADULTS,393
EDH_PROFLOW_WDMU,SAFETY#PSO_PEDS,394
EDH_PROFLOW_WDMU,SAFETY#SIDE_EFFECTS,395
EDH_PROFLOW_WDMU,UNMET_NEED,396
NUMEDIS_MDMINUTE,ACCESS_FORMULARY,397
NUMEDIS_MDMINUTE,DEVICE,398
NUMEDIS_MDMINUTE,DISEASE_STATE,399
NUMEDIS_MDMINUTE,DOSING,400
NUMEDIS_MDMINUTE,EASE_OF_ADMINISTRATION,401
NUMEDIS_MDMINUTE,EFFICACY#COMBINATION_THERAPY,402
NUMEDIS_MDMINUTE,EFFICACY#CORE,403
NUMEDIS_MDMINUTE,EFFICACY#ENTHESITIS_DACYLITIS,404
NUMEDIS_MDMINUTE,EFFICACY#HEAD_TO_HEAD,405
NUMEDIS_MDMINUTE,EFFICACY#LONG_TERM,406
NUMEDIS_MDMINUTE,EFFICACY#NA,407
NUMEDIS_MDMINUTE,EFFICACY#NOW_APPROVED,408
NUMEDIS_MDMINUTE,EFFICACY#PSO_PEDS,409
NUMEDIS_MDMINUTE,EFFICACY#RAPID_ONSET,410
NUMEDIS_MDMINUTE,EFFICACY#SECONDARY,411
NUMEDIS_MDMINUTE,EFFICACY#SPINAL_PAIN_AND_STIFFNESS,412
NUMEDIS_MDMINUTE,EFFICACY#STRUCTURE,413
NUMEDIS_MDMINUTE,GENERAL,414
NUMEDIS_MDMINUTE,INITIATION,415
NUMEDIS_MDMINUTE,MOA,416
NUMEDIS_MDMINUTE,PATIENT_AFFORDABILITY,417
NUMEDIS_MDMINUTE,PATIENT_CUSTOMER_SUPPORT,418
NUMEDIS_MDMINUTE,PATIENT_TYPE_IDENTIFICATION,419
NUMEDIS_MDMINUTE,SAFETY#AS,420
NUMEDIS_MDMINUTE,SAFETY#HEAD_TO_HEAD,421
NUMEDIS_MDMINUTE,SAFETY#LONG_TERM,422
NUMEDIS_MDMINUTE,SAFETY#NA,423
NUMEDIS_MDMINUTE,SAFETY#NR_AXSPA,424
NUMEDIS_MDMINUTE,SAFETY#PSA,425
NUMEDIS_MDMINUTE,SAFETY#PSO_ADULTS,426
NUMEDIS_MDMINUTE,SAFETY#PSO_PEDS,427
NUMEDIS_MDMINUTE,SAFETY#SIDE_EFFECTS,428
NUMEDIS_MDMINUTE,UNMET_NEED,429
P2P,ACCESS_FORMULARY,430
P2P,DEVICE,431
P2P,DISEASE_STATE,432
P2P,DOSING,433
P2P,EASE_OF_ADMINISTRATION,434
P2P,EFFICACY#COMBINATION_THERAPY,435
P2P,EFFICACY#CORE,436
P2P,EFFICACY#ENTHESITIS_DACYLITIS,437
P2P,EFFICACY#HEAD_TO_HEAD,438
P2P,EFFICACY#LONG_TERM,439
P2P,EFFICACY#NA,440
P2P,EFFICACY#NOW_APPROVED,441
P2P,EFFICACY#PSO_PEDS,442
P2P,EFFICACY#RAPID_ONSET,443
P2P,EFFICACY#SECONDARY,444
P2P,EFFICACY#SPINAL_PAIN_AND_STIFFNESS,445
P2P,EFFICACY#STRUCTURE,446
P2P,GENERAL,447
P2P,INITIATION,448
P2P,MOA,449
P2P,PATIENT_AFFORDABILITY,450
P2P,PATIENT_CUSTOMER_SUPPORT,451
P2P,PATIENT_TYPE_IDENTIFICATION,452
P2P,SAFETY#AS,453
P2P,SAFETY#HEAD_TO_HEAD,454
P2P,SAFETY#LONG_TERM,455
P2P,SAFETY#NA,456
P2P,SAFETY#NR_AXSPA,457
P2P,SAFETY#PSA,458
P2P,SAFETY#PSO_ADULTS,459
P2P,SAFETY#PSO_PEDS,460
P2P,SAFETY#SIDE_EFFECTS,461
P2P,UNMET_NEED,462
