DIMENSION1,DIMENSION2,Prioritization_score
MEDSCAPE_POC,SAFETY#PSO_ADULTS,198
MEDSCAPE_POC,SAFETY#SIDE_EFFECTS,199
MEDSCAPE_POC,UNMET_NEED,200
EPOCRATES_ALERT,ACCESS_FORMULARY,201
EPOCRATES_ALERT,DEVICE,202
EPOCRATES_ALERT,DISEASE_STATE,203
EPOCRATES_ALERT,DOSING,204
EPOCRATES_ALERT,EASE_OF_ADMINISTRATION,205
EPOCRATES_ALERT,EFFICACY#CORE,206
EPOCRATES_ALERT,EFFICACY#HEAD_TO_HEAD,207
EPOCRATES_ALERT,EFFICACY#LONG_TERM,208
EPOCRATES_ALERT,EFFICACY#NA,209
EPOCRATES_ALERT,EFFICACY#NOW_APPROVED,210
EPOCRATES_ALERT,EFFICACY#RAPID_ONSET,211
EPOCRATES_ALERT,EFFICACY#SECONDARY,212
EPOCRATES_ALERT,EFFICACY#STRUCTURE,213
EPOCRATES_ALERT,GENERAL,214
EPOCRATES_ALERT,INITIATION,215
EPOCRATES_ALERT,MOA,216
EPOCRATES_ALERT,PATIENT_AFFORDABILITY,217
EPOCRATES_ALERT,PATIENT_CUSTOMER_SUPPORT,218
EPOCRATES_ALERT,PATIENT_TYPE_IDENTIFICATION,219
EPOCRATES_ALERT,RESOURCES,220
EPOCRATES_ALERT,SAFETY#LONG_TERM,221
EPOCRATES_ALERT,SAFETY#NA,222
EPOCRATES_ALERT,SAFETY#PSO_ADULTS,223
EPOCRATES_ALERT,SAFETY#SIDE_EFFECTS,224
EPOCRATES_ALERT,UNMET_NEED,225
EDH_PROFLOW_EDMU,ACCESS_FORMULARY,226
EDH_PROFLOW_EDMU,DEVICE,227
EDH_PROFLOW_EDMU,DISEASE_STATE,228
EDH_PROFLOW_EDMU,DOSING,229
EDH_PROFLOW_EDMU,EASE_OF_ADMINISTRATION,230
EDH_PROFLOW_EDMU,EFFICACY#CORE,231
EDH_PROFLOW_EDMU,EFFICACY#HEAD_TO_HEAD,232
EDH_PROFLOW_EDMU,EFFICACY#LONG_TERM,233
EDH_PROFLOW_EDMU,EFFICACY#NA,234
EDH_PROFLOW_EDMU,EFFICACY#NOW_APPROVED,235
EDH_PROFLOW_EDMU,EFFICACY#RAPID_ONSET,236
EDH_PROFLOW_EDMU,EFFICACY#SECONDARY,237
EDH_PROFLOW_EDMU,EFFICACY#STRUCTURE,238
EDH_PROFLOW_EDMU,GENERAL,239
EDH_PROFLOW_EDMU,INITIATION,240
EDH_PROFLOW_EDMU,MOA,241
EDH_PROFLOW_EDMU,PATIENT_AFFORDABILITY,242
EDH_PROFLOW_EDMU,PATIENT_CUSTOMER_SUPPORT,243
EDH_PROFLOW_EDMU,PATIENT_TYPE_IDENTIFICATION,244
EDH_PROFLOW_EDMU,RESOURCES,245
EDH_PROFLOW_EDMU,SAFETY#LONG_TERM,246
EDH_PROFLOW_EDMU,SAFETY#NA,247
EDH_PROFLOW_EDMU,SAFETY#PSO_ADULTS,248
EDH_PROFLOW_EDMU,SAFETY#SIDE_EFFECTS,249
EDH_PROFLOW_EDMU,UNMET_NEED,250
EDH_PROFLOW_RDMU,ACCESS_FORMULARY,251
EDH_PROFLOW_RDMU,DEVICE,252
EDH_PROFLOW_RDMU,DISEASE_STATE,253
EDH_PROFLOW_RDMU,DOSING,254
EDH_PROFLOW_RDMU,EASE_OF_ADMINISTRATION,255
EDH_PROFLOW_RDMU,EFFICACY#CORE,256
EDH_PROFLOW_RDMU,EFFICACY#HEAD_TO_HEAD,257
EDH_PROFLOW_RDMU,EFFICACY#LONG_TERM,258
EDH_PROFLOW_RDMU,EFFICACY#NA,259
EDH_PROFLOW_RDMU,EFFICACY#NOW_APPROVED,260
EDH_PROFLOW_RDMU,EFFICACY#RAPID_ONSET,261
EDH_PROFLOW_RDMU,EFFICACY#SECONDARY,262
EDH_PROFLOW_RDMU,EFFICACY#STRUCTURE,263
EDH_PROFLOW_RDMU,GENERAL,264
EDH_PROFLOW_RDMU,INITIATION,265
EDH_PROFLOW_RDMU,MOA,266
EDH_PROFLOW_RDMU,PATIENT_AFFORDABILITY,267
EDH_PROFLOW_RDMU,PATIENT_CUSTOMER_SUPPORT,268
EDH_PROFLOW_RDMU,PATIENT_TYPE_IDENTIFICATION,269
EDH_PROFLOW_RDMU,RESOURCES,270
EDH_PROFLOW_RDMU,SAFETY#LONG_TERM,271
EDH_PROFLOW_RDMU,SAFETY#NA,272
EDH_PROFLOW_RDMU,SAFETY#PSO_ADULTS,273
EDH_PROFLOW_RDMU,SAFETY#SIDE_EFFECTS,274
EDH_PROFLOW_RDMU,UNMET_NEED,275
EDH_PROFLOW_WDMU,ACCESS_FORMULARY,276
EDH_PROFLOW_WDMU,DEVICE,277
EDH_PROFLOW_WDMU,DISEASE_STATE,278
EDH_PROFLOW_WDMU,DOSING,279
EDH_PROFLOW_WDMU,EASE_OF_ADMINISTRATION,280
EDH_PROFLOW_WDMU,EFFICACY#CORE,281
EDH_PROFLOW_WDMU,EFFICACY#HEAD_TO_HEAD,282
EDH_PROFLOW_WDMU,EFFICACY#LONG_TERM,283
EDH_PROFLOW_WDMU,EFFICACY#NA,284
EDH_PROFLOW_WDMU,EFFICACY#NOW_APPROVED,285
EDH_PROFLOW_WDMU,EFFICACY#RAPID_ONSET,286
EDH_PROFLOW_WDMU,EFFICACY#SECONDARY,287
EDH_PROFLOW_WDMU,EFFICACY#STRUCTURE,288
EDH_PROFLOW_WDMU,GENERAL,289
EDH_PROFLOW_WDMU,INITIATION,290
EDH_PROFLOW_WDMU,MOA,291
EDH_PROFLOW_WDMU,PATIENT_AFFORDABILITY,292
EDH_PROFLOW_WDMU,PATIENT_CUSTOMER_SUPPORT,293
EDH_PROFLOW_WDMU,PATIENT_TYPE_IDENTIFICATION,294
EDH_PROFLOW_WDMU,RESOURCES,295
EDH_PROFLOW_WDMU,SAFETY#LONG_TERM,296
EDH_PROFLOW_WDMU,SAFETY#NA,297
EDH_PROFLOW_WDMU,SAFETY#PSO_ADULTS,298
EDH_PROFLOW_WDMU,SAFETY#SIDE_EFFECTS,299
EDH_PROFLOW_WDMU,UNMET_NEED,300
NUMEDIS_MDMINUTE,ACCESS_FORMULARY,301
NUMEDIS_MDMINUTE,DEVICE,302
NUMEDIS_MDMINUTE,DISEASE_STATE,303
NUMEDIS_MDMINUTE,DOSING,304
NUMEDIS_MDMINUTE,EASE_OF_ADMINISTRATION,305
NUMEDIS_MDMINUTE,EFFICACY#CORE,306
NUMEDIS_MDMINUTE,EFFICACY#HEAD_TO_HEAD,307
NUMEDIS_MDMINUTE,EFFICACY#LONG_TERM,308
NUMEDIS_MDMINUTE,EFFICACY#NA,309
NUMEDIS_MDMINUTE,EFFICACY#NOW_APPROVED,310
NUMEDIS_MDMINUTE,EFFICACY#RAPID_ONSET,311
NUMEDIS_MDMINUTE,EFFICACY#SECONDARY,312
NUMEDIS_MDMINUTE,EFFICACY#STRUCTURE,313
NUMEDIS_MDMINUTE,GENERAL,314
NUMEDIS_MDMINUTE,INITIATION,315
NUMEDIS_MDMINUTE,MOA,316
NUMEDIS_MDMINUTE,PATIENT_AFFORDABILITY,317
NUMEDIS_MDMINUTE,PATIENT_CUSTOMER_SUPPORT,318
NUMEDIS_MDMINUTE,PATIENT_TYPE_IDENTIFICATION,319
NUMEDIS_MDMINUTE,RESOURCES,320
NUMEDIS_MDMINUTE,SAFETY#LONG_TERM,321
NUMEDIS_MDMINUTE,SAFETY#NA,322
NUMEDIS_MDMINUTE,SAFETY#PSO_ADULTS,323
NUMEDIS_MDMINUTE,SAFETY#SIDE_EFFECTS,324
NUMEDIS_MDMINUTE,UNMET_NEED,325
P2P,ACCESS_FORMULARY,326
P2P,DEVICE,327
P2P,DISEASE_STATE,328
P2P,DOSING,329
P2P,EASE_OF_ADMINISTRATION,330
P2P,EFFICACY#CORE,331
P2P,EFFICACY#HEAD_TO_HEAD,332
P2P,EFFICACY#LONG_TERM,333
P2P,EFFICACY#NA,334
P2P,EFFICACY#NOW_APPROVED,335
P2P,EFFICACY#RAPID_ONSET,336
P2P,EFFICACY#SECONDARY,337
P2P,EFFICACY#STRUCTURE,338
P2P,GENERAL,339
P2P,INITIATION,340
P2P,MOA,341
P2P,PATIENT_AFFORDABILITY,342
P2P,PATIENT_CUSTOMER_SUPPORT,343
P2P,PATIENT_TYPE_IDENTIFICATION,344
P2P,RESOURCES,345
P2P,SAFETY#LONG_TERM,346
P2P,SAFETY#NA,347
P2P,SAFETY#PSO_ADULTS,348
P2P,SAFETY#SIDE_EFFECTS,349
P2P,UNMET_NEED,350
